"participant","session","date","expName","psychopyVersion","frameRate","RecalledWord","RT","Prime","PrimeCon","PrimeDuration","OutputPosition","Block","StudyPosition","Studied","PrimeRecalledCondition","PrimeFor"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"MEAN",790.29,"firstword","firstword",NA,1,1,9,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"ANIMAL",1357.67,"AHEAD","Related",66.30000001,2,1,11,"Studied",NA,"BEHIND"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"FENCE",1408.485,"YOURS","Identical",66.74000001,3,1,10,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"HORSE",1173.735,"DIAL","Related",67.02500001,4,1,25,"Studied",NA,"PHONE"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"TIGER",1607.145,"KING","Related",66.635,5,1,40,"Studied",NA,"QUEEN"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"GIRLS",1140.82,"LATE","Related",66.64,6,1,41,"Studied",NA,"EARLY"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"ENTER",1675.12,"FOUND","Identical",65.995,7,1,42,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"BEHING",1507.25,"SPIT","Unrelated",66.75,8,1,NA,NA,NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"THERE",2058.76,"VOTE","Unrelated",66.335,9,1,8,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"YOURS",1124.71,"UNCLE","Identical",66.79,10,1,20,"Studied","Identical",NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"QUEEN",1824.755,"WHOLE","Identical",66.765,11,1,28,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"QUART",2141.08,"LEAVES","Identical",66.43000001,12,1,29,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"UNCLE",1040.39,"DOLLAR","Identical",66.905,13,1,3,"Studied","Identical",NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"PEPPER",1441.54,"PURPOSE","Unrelated",66.255,14,1,2,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"TEETH",2291.73,"SAME","Unrelated",66.61000001,15,1,1,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"CLOCK",2525.08,"FLEX","Related",67.22,16,1,12,"Studied",NA,"MUSCLE"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"PHONE",1273.985,"PLUS","Related",66.645,17,1,13,"Studied",NA,"MINUS"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"CORAL",1407.99,"FORK","Related",66.47999999,18,1,14,"Studied",NA,"SPOON"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"ROCK",3258.845,"GRASS","Identical",60.495,19,1,32,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"LEMON",1655.79,"KNIFE","Unrelated",66.475,20,1,17,"Studied",NA,NA
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"WORST",1374.85,"PUSH","Related",66.81,21,1,18,"Studied",NA,"SHOVE"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"MUSCLE",1858.17,"POST","Related",66.25999999,22,1,19,"Studied",NA,"OFFICE"
"KS2",1,"2020-10-15_14h54.54.358","M1.3ConstantTotalFinal","2020.1.3",60,"SHARK ",1908.335,"AFTER","Related",66.79,23,1,NA,NA,NA,"BEFORE"
