"participant","session","date","expName","psychopyVersion","frameRate","RecalledWord","RT","Prime","PrimeCon","PrimeDuration","OutputPosition","Block","StudyPosition","Studied","PrimeRecalledCondition","PrimeFor"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"SELLER",1449.565,"firstword","firstword",NA,1,1,1,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"STREAM",2635.485,"DREAM","Identical",67.86000001,2,1,2,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"GUITAR",2217.385,"GUILT","Unrelated",65.87999999,3,1,31,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"ORANGE",1585.785,"YUCK","Related",67.10999999,4,1,3,"Studied",NA,"GROSS"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"CHEESE",1365.62,"CLASS","Unrelated",65.455,5,1,6,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"PICKLE",1682.985,"DOZEN","Related",67.725,6,1,9,"Studied",NA,"TWELVE"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"NICKEL",3249.335,"ROSE","Unrelated",67.48,7,1,23,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"FISH",1061.01,"BABY","Unrelated",67.89999999,8,1,10,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"CHEESE",1267.12,"DOCTOR","Unrelated",66.92499999,9,1,6,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"NEPHEW",2817.965,"LEFT","Related",67.4,10,1,7,"Studied",NA,"RIGHT"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"DREAM",1350.42,"CASH","Related",66.32,11,1,38,"Studied","Identical","MONEY"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"SHEETS",1632.05,"LIGHT","Unrelated",65.51,12,1,39,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"CLAM",1017.295,"CHORE","Related",65.93,13,1,35,"Studied",NA,"WORK"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"WEST",885.23,"HYMN","Related",65.31999999,14,1,37,"Studied",NA,"SONG"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"RIGHT",1466.275,"STING","Unrelated",67.345,15,1,36,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"MUSIC",1200.08,"HORN","Identical",64.97000001,16,1,NA,NA,"Unrelated",NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"MONEY",1218.385,"LENGTH","Identical",53.285,17,1,5,"Studied",NA,NA
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"ORANGE",4803.2,"HALT","Related",66.67499999,18,1,3,"Studied",NA,"STOP"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"FISH",1500.58,"TALE","Related",65.48500001,19,1,10,"Studied",NA,"STORY"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"PINK",3717.23,"SALTINE","Related",65.47,20,1,NA,NA,NA,"CRACKER"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"STOP",2398.205,"MELLOW","Related",66.27499999,21,1,16,"Studied",NA,"YELLOW"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"STAIRS",1083.69,"SCARE","Related",66.71499999,22,1,15,"Studied",NA,"FRIGHT"
"ZI",1,"2020-11-04_13h36.09.303","M1.4ConstantTotalFinal","2020.1.3",60,"GROSS",1320,"TABLE","Related",66.425,23,1,40,"Studied",NA,"CHAIR"
