Participant,Prime,Prime_Duration,rt,Response
JX,EFFIGY,50.76000001,4617.67,XXXXX
JX,ERUPT,48.35000006,1220.335,XXXXX
JX,FAUNA,49.98500017,1250.27,XXXXX
JX,PULL,49.5699998,7999.98,XXXXX
JX,CHEER,49.63500006,7999.66,XXXXX
JX,MUZZLE,50.09499984,7999.73,XXXXX
JX,SHAVE,49.59499999,5599.17,SHOVE
JX,TRIVIA,49.31499995,8004.015,XXXXX
JX,STARK,50.31999992,4498.455,STAR
JX,MORAL,51.02999997,7999.81,XXXXX
JX,HOSTEL,49.46999997,7999.225,HOTEL
JX,VODKA,49.08500006,8003.045,XXXXX
JX,SPUNK,50.1900001,8000.265,XXXXX
JX,LEND,50.67999987,4704.315, S
JX,MEET,48.94499993,1966.24,STREET
JX,REACTOR,49.84999984,1149.905,SHEEP
JX,CLAW,48.85999998,7999.605,XXXXX
JX,SUIT,49.43499994,7999.795,XXXXX
JX,SPUN,48.88999998,7989.315,XXXXX
JX,TOTALLY,49.96000021,8013.78,XXXXX
JX,UNEASY,50.62499992,8014.405,XXXXX
JX,CHEAT,50.59999996,1327.3,CHEAT
JX,TRAITOR,50.16500014,1083.91,XXXXX
JX,LYNX,49.32999983,417.135,XXXXX
JX,FLAK,50.7100001,499.51,XXXXX
JX,FOREST,50.22000009,756.5200001,XXXXX
JX,SNAP,50.24499982,372.395,XXXXX
JX,CORNER,50.58000004,1366.565,CORN
JX,VOID,39.965,349.4799999,XXXXX
JX,SPAN,40.99999997,17.44000008,XXXXX
JX,MIDLAND,50.38499995,4265.355,XXXXX
JX,DAMAGE,49.81,683.9650001,XXXXX
JX,CEASE,48.68999985,1765.33,CHEESE
JX,RESUME,50.38999999,4116.375,XXXXX
JX,PEEP,50.55500008,8000.865,XXXXX
JX,PIAZZA,48.46999981,818.3849999,XXXXX
JX,WIND,50.11499999,967.1800002,WIND
JX,FREAK,50.07999996,188.2199999,XXXXX
JX,KEEP,50.73499982,1299.215,XXXXX
JX,OPTION,50.605,1466.03,OPTION
