Participant,Prime,Prime_Duration,rt,Response
AP,SHAVE,115.7749998,2399.295,SHAVE
AP,MUZZLE,117.075,2316.765,MUSCLE
AP,WIND,117.1550001,1432.825,WIND
AP,TOTALLY,116.6750002,2916.15,TOTALLY
AP,OPTION,117.0649999,2416.285,OPTION
AP,TRIVIA,116.2550002,1899.85,TRIVIA
AP,SUIT,116.7700002,1102.675,SUIT
AP,DAMAGE,116.5149999,1569.575,DAMAGE
AP,PEEP,116.3699999,2370.78,PEEP
AP,LEND,115.9649999,1219.405,LAND
AP,MIDLAND,116.4899999,1403.605,MIDDLE
AP,SPAN,116.8499999,1136.28,PLAN
AP,ERUPT,116.5500004,2603.245,ERUPT
AP,FOREST,116.715,1633.18,FOREST
AP,TRAITOR,116.7799998,3223.44,TRAITOR
AP,STARK,116.7250001,1035.99,STARS
AP,VOID,116.1750001,1984.705,VOID
AP,LYNX,116.8550001,2219.745,LYNX
AP,PULL,116.7699997,1505.11,PULL
AP,CORNER,116.74,1253.245,CORNER
AP,CHEER,120.5150001,936.6600001,CHEER
AP,CHEAT,116.9699999,1635.995,CHEAT
AP,FREAK,116.3900001,1716.755,FREAL
AP,VODKA,116.525,1483.325,VODKA
AP,SPUNK,116.7600001,2570.02,SPUNK
AP,UNEASY,118.6199998,1267.515,TUNA
AP,RESUME,116.8999998,2116.515,RESUME
AP,FLAK,116.5499999,1683.025,FLAKE
AP,KEEP,116.5149999,2619.87,KEEP
AP,CLAW,115.3600002,1736.585,CLAW
AP,MORAL,116.4449998,1452.6,MORAL
AP,PIAZZA,117.1400002,1654.39,PIZZA
AP,REACTOR,116.7899999,2216.295,REACTOR
AP,HOSTEL,116.1250002,2132.525,HOSTEL
AP,SPUN,116.8849999,2816.985,SPELL
AP,CEASE,116.0749998,1403.305,CEASE
AP,EFFIGY,116.9499997,1549.285,PIGGY
AP,MEET,117.2349998,1486.74,MEET
AP,FAUNA,116.4199999,1299.77,FAUNA
AP,SNAP,116.715,2016.02,SNAP
